job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Engineer,"Data Engineer, Web Scraping","İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-12-04 08:23:09,True,False,Turkey,,,,De Jure AI,"['shell', 'azure', 'selenium', 'linux']","{'cloud': ['azure'], 'libraries': ['selenium'], 'os': ['linux'], 'programming': ['shell']}"
Data Scientist,HealthTech Data Scientist,Anywhere,via LinkedIn,Full-time,True,Pakistan,2023-02-24 08:10:12,False,False,Pakistan,,,,Klarity,['python'],{'programming': ['python']}
Senior Data Engineer,Senior Mechanical Engineer (Data Centres) at Royal HaskoningDHV,"Lagos, Nigeria",via Jobs In Nigeria,Full-time,False,Nigeria,2023-01-13 08:15:44,False,False,Nigeria,,,,Royal HaskoningDHV,"['excel', 'word']","{'analyst_tools': ['excel', 'word']}"
Senior Data Scientist,Senior Data Scientist,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-03-01 08:40:19,False,False,Turkey,,,,Talentops,"['python', 'pandas', 'numpy', 'keras']","{'libraries': ['pandas', 'numpy', 'keras'], 'programming': ['python']}"
Data Analyst,Data Architect,"Cairo, Egypt",via BeBee,Full-time,False,Egypt,2023-10-14 08:12:46,True,False,Egypt,,,,Orange Business Services Egypt,,
Data Engineer,Technical Engineer _VOIS,"Giza, El Omraniya, Egypt",via Jobs At Vodafone - Vodafone Group,Full-time,False,Egypt,2023-09-20 08:18:06,True,False,Egypt,,,,Vodafone,['vmware'],{'cloud': ['vmware']}
Data Engineer,Big Data Engineer,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-03-20 08:22:02,True,False,Egypt,,,,SupportFinity™,"['spark', 'kafka']","{'libraries': ['spark', 'kafka']}"
Data Engineer,Data DevOps Engineer,Anywhere,via LinkedIn,Full-time,True,Turkey,2023-02-17 08:42:44,True,False,Turkey,,,,BilgeAdam Technologies,"['sql', 'python', 'bash', 'nosql', 'postgresql', 'dynamodb', 'redis', 'neo4j', 'aws', 'oracle', 'snowflake', 'databricks', 'kafka', 'jupyter', 'unix', 'tableau', 'qlik', 'looker', 'terraform', 'ansible', 'git', 'jenkins', 'chef', 'docker']","{'analyst_tools': ['tableau', 'qlik', 'looker'], 'cloud': ['aws', 'oracle', 'snowflake', 'databricks'], 'databases': ['postgresql', 'dynamodb', 'redis', 'neo4j'], 'libraries': ['kafka', 'jupyter'], 'os': ['unix'], 'other': ['terraform', 'ansible', 'git', 'jenkins', 'chef', 'docker'], 'programming': ['sql', 'python', 'bash', 'nosql']}"
Data Scientist,"Assistant Vice President, Data Scientist","Dhaka, Bangladesh",via LinkedIn,Full-time,False,Bangladesh,2023-08-06 08:53:03,False,False,Bangladesh,,,,MetLife Bangladesh,"['sql', 'shell', 'azure', 'snowflake']","{'cloud': ['azure', 'snowflake'], 'programming': ['sql', 'shell']}"
Senior Data Scientist,Senior Data Scientist,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-03-19 08:33:48,False,False,Egypt,,,,Giza Systems,"['python', 'java', 'r', 'matlab', 'sql', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'neo4j', 'scikit-learn', 'numpy', 'matplotlib', 'plotly', 'spark', 'tableau']","{'analyst_tools': ['tableau'], 'databases': ['mongodb', 'cassandra', 'neo4j'], 'libraries': ['scikit-learn', 'numpy', 'matplotlib', 'plotly', 'spark'], 'programming': ['python', 'java', 'r', 'matlab', 'sql', 'nosql', 'mongodb']}"
Data Engineer,System Engineer - Core Network (IP & Data) - For Intercloud Limited,"Dhaka, Bangladesh",via LinkedIn,Full-time,False,Bangladesh,2023-09-21 08:30:38,False,False,Bangladesh,,,,Bdjobs.com,['linux'],{'os': ['linux']}
Senior Data Engineer,"Senior Engineer, Data Visualization",Bangladesh,via LinkedIn,Full-time,False,Bangladesh,2023-11-29 08:13:31,False,False,Bangladesh,,,,EDOTCO Group,"['sql', 'python', 'r', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Sr. Data Engineer,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-03-30 08:22:15,True,False,Pakistan,,,,Stallions Technologies,"['python', 'azure', 'power bi', 'ssis']","{'analyst_tools': ['power bi', 'ssis'], 'cloud': ['azure'], 'programming': ['python']}"
Business Analyst,Archer - HR People Culture Analyst,"Cairo, Egypt",via BeBee,Full-time,False,Egypt,2023-10-14 08:12:40,True,False,Egypt,,,,RSA Egypt,,
Business Analyst,Sales Asst Analyst Reporting,Egypt,via BeBee,Full-time,False,Egypt,2023-11-17 08:22:32,False,False,Egypt,,,,PepsiCo,['excel'],{'analyst_tools': ['excel']}
Data Engineer,Junior Data Governance Engineer,Türkiye,via LinkedIn,Full-time,False,Turkey,2023-09-05 08:53:23,False,False,Turkey,,,,DATAMIND,"['sql', 'java', 'python', 'gdpr', 'linux']","{'libraries': ['gdpr'], 'os': ['linux'], 'programming': ['sql', 'java', 'python']}"
Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn Nigeria,Full-time,True,Nigeria,2023-10-11 08:13:14,True,False,Nigeria,,,,C-Talents Hub,"['python', 'sql', 'java', 'nosql', 'elasticsearch', 'kafka', 'spark']","{'databases': ['elasticsearch'], 'libraries': ['kafka', 'spark'], 'programming': ['python', 'sql', 'java', 'nosql']}"
Senior Data Scientist,Senior Data Scientist / Data Scientist,"Umraniye, Elmalıkent, Ümraniye/İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-01-25 08:53:20,False,False,Turkey,,,,obase,"['r', 'python', 'sql', 'sas', 'sas', 'azure', 'spss']","{'analyst_tools': ['sas', 'spss'], 'cloud': ['azure'], 'programming': ['r', 'python', 'sql', 'sas']}"
Data Engineer,Data Engineer,"Mansoura, Mansoura Qism 2, El Mansoura, Egypt",via BeBee,Full-time,False,Egypt,2023-11-20 08:21:06,False,False,Egypt,,,,Qsource Business Services,"['sql', 'nosql', 'python', 'bash', 'scala', 'pandas', 'spark', 'hadoop', 'kafka', 'unix', 'git', 'docker', 'kubernetes']","{'libraries': ['pandas', 'spark', 'hadoop', 'kafka'], 'os': ['unix'], 'other': ['git', 'docker', 'kubernetes'], 'programming': ['sql', 'nosql', 'python', 'bash', 'scala']}"
Data Engineer,"Senior BI, Data and Digital Engineers - Full Remote",Anywhere,via LinkedIn,Full-time,True,Turkey,2023-11-15 08:22:59,True,False,Turkey,,,,Datum Consulting,"['java', 'ssis']","{'analyst_tools': ['ssis'], 'programming': ['java']}"
Data Analyst,"Trainee, Application Analyst (For Data Edge Limited)","Dhaka, Bangladesh",via LinkedIn,Full-time,False,Bangladesh,2023-10-12 09:10:28,False,False,Bangladesh,,,,Bdjobs.com,,
Data Scientist,Data Science Tutor,Anywhere,via LinkedIn Nigeria,Full-time,True,Nigeria,2023-10-30 08:11:11,False,False,Nigeria,,,,Ruqtec,"['python', 'sql', 'jupyter', 'pandas', 'scikit-learn', 'matplotlib', 'numpy', 'seaborn', 'tensorflow', 'pytorch', 'excel']","{'analyst_tools': ['excel'], 'libraries': ['jupyter', 'pandas', 'scikit-learn', 'matplotlib', 'numpy', 'seaborn', 'tensorflow', 'pytorch'], 'programming': ['python', 'sql']}"
Data Scientist,Data Solutions Manager,Egypt,via Egypt.tanqeeb.com,Full-time,False,Egypt,2023-12-26 08:16:10,True,False,Egypt,,,,Giza Arabia Systems,"['sql', 'python', 'r', 'sql server', 'splunk', 'tableau', 'power bi', 'flow']","{'analyst_tools': ['splunk', 'tableau', 'power bi'], 'databases': ['sql server'], 'other': ['flow'], 'programming': ['sql', 'python', 'r']}"
Data Scientist,Database Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-11-07 08:37:34,False,False,Pakistan,,,,MTP Talent,"['sql', 'sql server', 'oracle', 'snowflake', 'redshift', 'aws', 'gcp', 'azure', 'tableau', 'power bi', 'qlik', 'looker', 'ssis']","{'analyst_tools': ['tableau', 'power bi', 'qlik', 'looker', 'ssis'], 'cloud': ['oracle', 'snowflake', 'redshift', 'aws', 'gcp', 'azure'], 'databases': ['sql server'], 'programming': ['sql']}"
Data Scientist,Credit Analytics and Modeling Department Head - Data Scientist,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-06-06 08:34:51,False,False,Turkey,,,,DenizBank,"['sql', 'r', 'python', 'spss']","{'analyst_tools': ['spss'], 'programming': ['sql', 'r', 'python']}"
Data Engineer,Data Signal Processing Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-10-04 08:16:41,False,False,Pakistan,,,,Younite,"['python', 'c++', 'matlab']","{'programming': ['python', 'c++', 'matlab']}"
Data Scientist,Data Science Executive,"Lagos, Nigeria",via MyJobMag,Full-time,False,Nigeria,2023-05-25 08:36:19,False,False,Nigeria,,,,SystemSpecs,,
Data Analyst,EHS Specialist - Environmental Data Analyst,"Port Harcourt, Nigeria",via MyJobMag,Full-time,False,Nigeria,2023-09-21 08:34:12,False,False,Nigeria,,,,GE - General Electric,,
Senior Data Scientist,Senior Analyst Engineer,"Dhaka, Bangladesh",via LinkedIn Bangladesh,Full-time,False,Bangladesh,2023-04-14 08:53:25,False,False,Bangladesh,,,,Field Nation,"['sql', 'excel', 'tableau']","{'analyst_tools': ['excel', 'tableau'], 'programming': ['sql']}"
Senior Data Engineer,Presales Storage & Backup Engineer,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-05-12 10:06:35,False,False,Turkey,,,,Data Market,,
Data Engineer,Big Data Engineer,"Karachi, Pakistan",via Indeed,Full-time,False,Pakistan,2023-03-14 08:30:20,False,False,Pakistan,,,,Zeropoint Solutions,"['nosql', 'azure', 'hadoop', 'spark', 'docker']","{'cloud': ['azure'], 'libraries': ['hadoop', 'spark'], 'other': ['docker'], 'programming': ['nosql']}"
Data Engineer,Specialist Data Protection Engineer (Remote),Anywhere,via LinkedIn,Full-time,True,Turkey,2023-11-22 08:25:32,True,False,Turkey,,,,Platin Bilişim,,
Data Analyst,Data Analyst/website administrator,"Abuja, Nigeria",via LinkedIn Nigeria,Full-time,False,Nigeria,2023-10-22 08:27:41,True,False,Nigeria,,,,Sargasso Africa Nigeria Ltd,,
Data Analyst,Consultant Analytics,Egypt,via BeBee,Full-time,False,Egypt,2023-11-17 08:22:32,False,False,Egypt,,,,Beinex,"['sql', 'sql server', 'azure', 'oracle', 'power bi', 'dax', 'flow']","{'analyst_tools': ['power bi', 'dax'], 'cloud': ['azure', 'oracle'], 'databases': ['sql server'], 'other': ['flow'], 'programming': ['sql']}"
Data Scientist,Psychometric Product Analyst,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-10-09 08:43:42,False,False,Egypt,,,,Assess Talent Management,,
Data Scientist,Data Scientist,"Lahore, Pakistan",via Startup Jobs,Full-time,False,Pakistan,2023-01-06 08:37:44,False,False,Pakistan,,,,Tajir,"['sql', 'python', 'java', 'kotlin', 'postgresql', 'bigquery', 'pandas', 'jupyter', 'flask', 'docker']","{'cloud': ['bigquery'], 'databases': ['postgresql'], 'libraries': ['pandas', 'jupyter'], 'other': ['docker'], 'programming': ['sql', 'python', 'java', 'kotlin'], 'webframeworks': ['flask']}"
Data Analyst,Senior Data Analyst Hiring,"Lahore, Pakistan",via Jobs,Full-time,False,Pakistan,2023-01-02 08:34:31,False,False,Pakistan,,,,VaporVM,"['scala', 'python', 'java', 'r', 'sql', 'azure', 'aws', 'databricks', 'spark', 'pytorch', 'pandas', 'numpy', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'cloud': ['azure', 'aws', 'databricks'], 'libraries': ['spark', 'pytorch', 'pandas', 'numpy'], 'programming': ['scala', 'python', 'java', 'r', 'sql']}"
Data Analyst,Data Analyst- Department of Anaesthesiologysiology,"Karachi, Pakistan",via Trabajo.org,Full-time,False,Pakistan,2023-02-19 15:29:46,False,False,Pakistan,,,,Aga Khan University,"['sql', 'r', 'python', 'linux']","{'os': ['linux'], 'programming': ['sql', 'r', 'python']}"
Senior Data Engineer,Senior Data Engineer (Remote),"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-01-25 15:53:52,False,False,Pakistan,,,,Datalyticx,"['java', 'python', 'sql']","{'programming': ['java', 'python', 'sql']}"
Data Engineer,Fintech Data Engineer Intern (Remote),Pakistan,via Jooble,Full-time,False,Pakistan,2023-02-24 15:10:14,False,False,Pakistan,,,,Token Metrics Media LLC,"['sql', 'python', 'r', 'java', 'c++', 'php']","{'programming': ['sql', 'python', 'r', 'java', 'c++', 'php']}"
Data Analyst,Financial Data Analyst,"Cairo, Egypt",via BeBee,Full-time,False,Egypt,2023-10-06 15:17:59,False,False,Egypt,,,,World Vest Base WVB,['c'],{'programming': ['c']}
Data Scientist,Lead Data Scientist,Anywhere,via LinkedIn,Full-time,True,Pakistan,2023-03-22 15:36:28,False,False,Pakistan,,,,Royal Cyber Inc.,"['python', 'azure', 'databricks', 'opencv', 'scikit-learn', 'tensorflow', 'pytorch']","{'cloud': ['azure', 'databricks'], 'libraries': ['opencv', 'scikit-learn', 'tensorflow', 'pytorch'], 'programming': ['python']}"
Data Analyst,Product Data Analyst,Anywhere,via LinkedIn,Full-time,True,Egypt,2023-12-07 15:40:19,False,False,Egypt,,,,Yassir,"['sql', 'python', 'r', 'go']","{'programming': ['sql', 'python', 'r', 'go']}"
Data Engineer,Data Science Engineer,"Islamabad, Pakistan",via Indeed,Full-time,False,Pakistan,2023-12-22 15:22:54,False,False,Pakistan,,,,Contour Software,"['sql', 'python', 'azure', 'databricks']","{'cloud': ['azure', 'databricks'], 'programming': ['sql', 'python']}"
Data Engineer,Data Engineer,Egypt,via LinkedIn,Full-time,False,Egypt,2023-01-10 15:51:25,False,False,Egypt,,,,Wasla Browser,"['python', 'sql', 'aws', 'gcp', 'azure']","{'cloud': ['aws', 'gcp', 'azure'], 'programming': ['python', 'sql']}"
Data Engineer,Big Data Engineer,"Hyderabad, Pakistan",via BeBee Pakistan,Full-time,False,Pakistan,2023-08-11 15:26:34,False,False,Pakistan,,,,"Nisum Technologies, Inc","['scala', 'no-sql', 'sql', 'python', 'java', 'aws', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['aws'], 'programming': ['scala', 'no-sql', 'sql', 'python', 'java']}"
Data Scientist,Data Scientist,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-03-22 15:35:45,False,False,Turkey,,,,Rollic,"['python', 'sql', 'aws', 'redshift', 'databricks', 'pyspark', 'airflow', 'spark', 'looker', 'github']","{'analyst_tools': ['looker'], 'cloud': ['aws', 'redshift', 'databricks'], 'libraries': ['pyspark', 'airflow', 'spark'], 'other': ['github'], 'programming': ['python', 'sql']}"
Data Scientist,Data Analytics Specialist,Türkiye,via LinkedIn,Full-time,False,Turkey,2023-06-16 16:10:23,False,False,Turkey,,,,Nestlé,"['c#', 'vb.net', 'html', 'css', 'azure', 'asp.net', 'jquery', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['azure'], 'programming': ['c#', 'vb.net', 'html', 'css'], 'webframeworks': ['asp.net', 'jquery']}"
Data Scientist,Data Scientist - Junior/Senior - Kuala Lumpur,"Tekirdağ, Süleymanpaşa/Tekirdağ, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-02-10 16:16:53,False,False,Turkey,,,,Artefact,,
Machine Learning Engineer,Machine Learning Engineer,"Lagos, Nigeria",via BeBee Nigeria,Full-time,False,Nigeria,2023-09-01 15:43:30,False,False,Nigeria,,,,MonetizeMore,"['python', 'java', 'docker', 'kubernetes', 'terraform']","{'other': ['docker', 'kubernetes', 'terraform'], 'programming': ['python', 'java']}"
Machine Learning Engineer,AI Engineer,Pakistan,via LinkedIn,Full-time,False,Pakistan,2023-06-06 15:17:03,False,False,Pakistan,,,,Base Camp Data Solutions,['python'],{'programming': ['python']}
Data Analyst,"Data Analyst, India (Remote)",Anywhere,via LinkedIn,Full-time,True,Egypt,2023-03-23 15:27:46,False,False,Egypt,,,,Thndr,"['sql', 'python', 'r', 'tableau', 'looker']","{'analyst_tools': ['tableau', 'looker'], 'programming': ['sql', 'python', 'r']}"
Data Scientist,Data Analyst / Data Scientist,"Islamabad, Pakistan",via Jooble,Full-time,False,Pakistan,2023-02-08 23:52:37,False,False,Pakistan,,,,GLOW Consultants,"['python', 'power bi', 'dax', 'tableau']","{'analyst_tools': ['power bi', 'dax', 'tableau'], 'programming': ['python']}"
Data Analyst,"Solutions Consultant, Product & Data Analytics (German Speaker)",Anywhere,via LinkedIn,Full-time,True,Turkey,2023-09-21 15:38:13,True,False,Turkey,,,,Omtera,['excel'],{'analyst_tools': ['excel']}
Business Analyst,"Commercial Analyst, Pre-Costing and Pricing","6th of October City, Egypt",via LinkedIn,Full-time,False,Egypt,2023-10-26 15:17:38,False,False,Egypt,,,,Huhtamaki,['excel'],{'analyst_tools': ['excel']}
Data Scientist,Data Scientist and Trainer,"Lagos, Nigeria",via MyJobMag,Full-time,False,Nigeria,2023-04-27 15:12:31,False,False,Nigeria,,,,Trontier Limited,"['python', 'r', 'sql', 'hadoop', 'spark']","{'libraries': ['hadoop', 'spark'], 'programming': ['python', 'r', 'sql']}"
Data Scientist,Principal Data Scientist,"Cairo, Egypt",via Trabajo.org,Full-time,False,Egypt,2023-08-24 15:31:45,False,False,Egypt,,,,Flint Consulting Ltd,,
Machine Learning Engineer,Machine Learning Engineer,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-02-14 15:35:32,False,False,Turkey,,,,AppNation,"['python', 'aws', 'gcp', 'tensorflow', 'pytorch', 'scikit-learn']","{'cloud': ['aws', 'gcp'], 'libraries': ['tensorflow', 'pytorch', 'scikit-learn'], 'programming': ['python']}"
Machine Learning Engineer,Machine Learning Specialist,Anywhere,via LinkedIn Pakistan,Part-time,True,Pakistan,2023-01-12 15:40:45,False,False,Pakistan,,,,InSOFTech,"['python', 'c++', 'sql', 'tensorflow', 'pytorch', 'keras', 'github']","{'libraries': ['tensorflow', 'pytorch', 'keras'], 'other': ['github'], 'programming': ['python', 'c++', 'sql']}"
Data Analyst,Data Product Analyst,Egypt,via BeBee,Full-time,False,Egypt,2023-08-29 15:35:55,True,False,Egypt,,,,Talents Mine,,
Data Engineer,Remote analytics - Senior Engineer or Product Analytics Jobs | Turing,Anywhere,via LinkedIn,Full-time,True,Pakistan,2023-02-15 16:11:58,False,False,Pakistan,,,,Turing,"['sql', 'python']","{'programming': ['sql', 'python']}"
Data Scientist,Data Scientist,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-08-25 15:39:10,False,False,Turkey,,,,QNB Finansbank,"['sql', 'sas', 'sas', 'python', 'r', 'spss']","{'analyst_tools': ['sas', 'spss'], 'programming': ['sql', 'sas', 'python', 'r']}"
Data Analyst,Data Analyst at a Non-governmental Organization,"Abuja, Nigeria",via Trabajo.org,Full-time,False,Nigeria,2023-02-23 15:35:39,False,False,Nigeria,,,,HotJobsng,,
Data Engineer,Network and Security Engineer (Data Center & security),"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-07-14 15:21:18,False,False,Egypt,,,,Summit Technology Solutions,,
Data Scientist,Python Data Scientist at eHealth4everyone - Hireme.Africa,Nigeria,via Hireme.Africa,Full-time,False,Nigeria,2023-07-21 15:53:58,False,False,Nigeria,,,,eHealth4everyone,"['python', 'nltk', 'numpy', 'pandas', 'matplotlib', 'git']","{'libraries': ['nltk', 'numpy', 'pandas', 'matplotlib'], 'other': ['git'], 'programming': ['python']}"
Data Analyst,"Data Analyst, Fundamentals","Islamabad, Pakistan",via Trabajo.org,Full-time,False,Pakistan,2023-01-05 15:41:47,False,False,Pakistan,,,,S&P Global,['flow'],{'other': ['flow']}
Data Scientist,Data & Analytics Process & Ops Lead_VOIS,"Giza, El Omraniya, Egypt",via Jobs At Vodafone,Full-time,False,Egypt,2023-11-14 15:42:18,True,False,Egypt,,,,Vodafone,"['atlassian', 'jira', 'confluence']","{'async': ['jira', 'confluence'], 'other': ['atlassian']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,True,Turkey,2023-09-04 15:29:19,False,False,Turkey,,,,Hepsiburada,"['java', 'scala', 'c#', 'python', 'golang', 'sql', 'nosql', 'mongodb', 'mongodb', 'postgresql', 'mysql', 'sql server', 'redis', 'cassandra', 'gcp', 'kafka', 'spark', 'airflow', 'spring', 'docker', 'jenkins', 'gitlab', 'kubernetes']","{'cloud': ['gcp'], 'databases': ['mongodb', 'postgresql', 'mysql', 'sql server', 'redis', 'cassandra'], 'libraries': ['kafka', 'spark', 'airflow', 'spring'], 'other': ['docker', 'jenkins', 'gitlab', 'kubernetes'], 'programming': ['java', 'scala', 'c#', 'python', 'golang', 'sql', 'nosql', 'mongodb']}"
Data Scientist,Data Scientist job in Cairo,"Cairo, Egypt",via BeBee,Full-time,False,Egypt,2023-08-27 15:13:41,False,False,Egypt,,,,Unilever,,
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,True,Egypt,2023-04-10 15:26:21,False,False,Egypt,,,,Fugro,"['sql', 'python']","{'programming': ['sql', 'python']}"
Data Scientist,Data Scientist,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-02-28 15:39:47,False,False,Egypt,,,,Beltone Financial,"['python', 'r', 'sql', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'programming': ['python', 'r', 'sql']}"
Data Engineer,Data Engineer,"Karachi, Pakistan",via Indeed,Full-time,False,Pakistan,2023-12-01 15:20:01,False,False,Pakistan,,,,Squarera,"['sql', 'python', 'hadoop', 'spark', 'kafka', 'flow']","{'libraries': ['hadoop', 'spark', 'kafka'], 'other': ['flow'], 'programming': ['sql', 'python']}"
Data Engineer,ICT System Engineer II-Data Center-HBT-Cairo,"Cairo, Egypt",via BeBee,Full-time,False,Egypt,2023-07-23 15:31:51,True,False,Egypt,,,,"Honeywell International, Inc.","['sql', 'sql server', 'vmware', 'windows']","{'cloud': ['vmware'], 'databases': ['sql server'], 'os': ['windows'], 'programming': ['sql']}"
Data Engineer,Industrial Engineer - Data Analytics,"Dhaka, Bangladesh",via LinkedIn Bangladesh,Full-time,False,Bangladesh,2023-07-14 15:52:57,False,False,Bangladesh,,,,Sincos Group,"['python', 'r', 'sql', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'programming': ['python', 'r', 'sql']}"
Data Engineer,Data Engineer,"Hyderabad, Pakistan",via BeBee Pakistan,Full-time,False,Pakistan,2023-10-29 15:15:14,False,False,Pakistan,,,,Cisco,"['sql', 'python']","{'programming': ['sql', 'python']}"
Data Scientist,Jr. Data Scientist,Anywhere,via RemoteJobs.org,Full-time,True,Nigeria,2023-12-15 15:43:48,False,False,Nigeria,year,125000.0,,Kojo,"['python', 'sql', 'go', 'azure', 'aws', 'gcp', 'flow', 'docker', 'unify']","{'cloud': ['azure', 'aws', 'gcp'], 'other': ['flow', 'docker'], 'programming': ['python', 'sql', 'go'], 'sync': ['unify']}"
Senior Data Scientist,Senior Data Scientist,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-04-13 15:32:41,False,False,Egypt,,,,Zenith Arabia AI,"['python', 'sql', 'tensorflow', 'keras', 'pytorch']","{'libraries': ['tensorflow', 'keras', 'pytorch'], 'programming': ['python', 'sql']}"
Data Analyst,Data Analyst,"Khushāb, Pakistan",via Indeed,Full-time,False,Pakistan,2023-10-06 15:13:57,False,False,Pakistan,,,,HitroTech,,
Data Analyst,CIB_Reference Data Analyst _Team Leader,"Hyderabad, Pakistan",via Trabajo.org,Full-time,False,Pakistan,2023-02-21 15:32:01,True,False,Pakistan,,,,JP Morgan Chase,"['sql', 'alteryx', 'tableau']","{'analyst_tools': ['alteryx', 'tableau'], 'programming': ['sql']}"
Senior Data Engineer,Senior Big Data Engineer_VOIS,"Giza, El Omraniya, Egypt",via Vodafone Careers,Full-time,False,Egypt,2023-05-16 15:39:55,False,False,Egypt,,,,Vodafone,"['python', 'scala', 'java', 'bash', 'gcp', 'aws', 'azure', 'hadoop', 'spark', 'kafka', 'airflow', 'yarn']","{'cloud': ['gcp', 'aws', 'azure'], 'libraries': ['hadoop', 'spark', 'kafka', 'airflow'], 'other': ['yarn'], 'programming': ['python', 'scala', 'java', 'bash']}"
Data Scientist,Data Scientist,"Islamabad, Pakistan",via I'm Jobox,Full-time,False,Pakistan,2023-03-31 15:22:10,False,False,Pakistan,,,,National Counter Terrorism Authority,,
Data Engineer,Data Engineer,Pakistan,via LinkedIn,Full-time,False,Pakistan,2023-10-06 15:13:59,False,False,Pakistan,,,,Regtify,"['aws', 'aurora', 'redshift']","{'cloud': ['aws', 'aurora', 'redshift']}"
Senior Data Engineer,Senior Data Engineer,"El Mokattam, Egypt",via SmartRecruiters Job Search,Full-time,False,Egypt,2023-09-19 15:18:26,False,False,Egypt,,,,Homzmart,"['java', 'scala', 'python', 'sql', 'mongodb', 'mongodb', 'sql server', 'mysql', 'postgresql', 'snowflake', 'pyspark']","{'cloud': ['snowflake'], 'databases': ['mongodb', 'sql server', 'mysql', 'postgresql'], 'libraries': ['pyspark'], 'programming': ['java', 'scala', 'python', 'sql', 'mongodb']}"
Business Analyst,Business Intelligence Analyst,"Dhaka, Bangladesh",via LinkedIn,Full-time,False,Bangladesh,2023-05-15 16:25:22,False,False,Bangladesh,,,,foodpanda,"['sql', 'python', 'bigquery', 'excel', 'tableau']","{'analyst_tools': ['excel', 'tableau'], 'cloud': ['bigquery'], 'programming': ['sql', 'python']}"
Data Scientist,Lecturer in Data Science,"Cairo, Egypt",via BeBee,Full-time,False,Egypt,2023-07-25 15:29:18,False,False,Egypt,,,,The Knowledge Hub Universities,"['r', 'python']","{'programming': ['r', 'python']}"
Data Engineer,Etic Data Migration Engineer (Remote),Anywhere,via Pangian,Full-time,True,Egypt,2023-12-21 15:34:35,False,False,Egypt,,,,PricewaterhouseCoopers,"['python', 'crystal', 'sql', 'oracle', 'sap', 'alteryx', 'power bi', 'tableau']","{'analyst_tools': ['sap', 'alteryx', 'power bi', 'tableau'], 'cloud': ['oracle'], 'programming': ['python', 'crystal', 'sql']}"
Data Analyst,Data Analyst,Pakistan,via Indeed,Full-time,False,Pakistan,2023-09-13 15:14:13,False,False,Pakistan,,,,United Nations Pakistan,"['r', 'python', 'sas', 'sas', 'tableau']","{'analyst_tools': ['sas', 'tableau'], 'programming': ['r', 'python', 'sas']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,True,Egypt,2023-07-12 15:18:52,False,False,Egypt,,,,Curenta,"['sql', 't-sql', 'python', 'azure', 'databricks', 'spark', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure', 'databricks'], 'libraries': ['spark'], 'programming': ['sql', 't-sql', 'python']}"
Data Analyst,Data Analysis Resource Person,"Abuja, Nigeria",via MyJobMag,Full-time,False,Nigeria,2023-06-21 15:22:15,False,False,Nigeria,,,,HiiT Plc,"['sql', 'python', 'power bi', 'tableau', 'excel']","{'analyst_tools': ['power bi', 'tableau', 'excel'], 'programming': ['sql', 'python']}"
Business Analyst,Revenue Analyst,"Cairo, Egypt",via Dwamk,Full-time,False,Egypt,2023-02-23 15:46:43,False,False,Egypt,,,,"Pixelogic Media Partners, LLC",['excel'],{'analyst_tools': ['excel']}
